"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Sup. Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2017","03","1000 100","09109900","Other spices, nes","Canada","","","474.6","430.0","31171.93","1287.19737043139","0.0","0.0"
"2017","03","3052 506","62092000","Babies' garments and clothing accessories of cotton","Malaysia","","","179.65","163.58","31033.3","1281.47285573298","0.0","0.0"
"2017","03","1000 100","07149000","ROOTS AND TUBERS WITH HIGH STARCH CONTENT, FRESH/DRIED/CHILLED/FROZEN NES","Djibouti","","","10090.0","7725.0","31019.73","1280.91250325186","0.0","0.0"
"2017","03","1000 100","62171000","Clothing accessories, nes","Germany","","","54.0","46.0","30913.2","1276.51350916096","0.0","0.0"
"2017","03","1000 100","69120090","---Other ceramic tableware and kithchenware(excluding hand made)","United States","","","420.0","345.0","30329.2","1252.39811866919","0.0","0.0"
"2017","03","1000 100","08044000","Avocados, fresh or dried","Djibouti","","","7850.0","6302.0","29727.2","1227.53944559378","0.0","0.0"
"2017","03","1000 100","49011000","-Printed books, brochures, leaflets, etc, in single sheets","Israel","","","252.65","216.56","29249.64","1207.81933278","0.0","0.0"
"2017","03","1000 100","52092100","--plain weave","Greece","48.0","M","22.0","21.0","29179.65","1204.92920233391","0.0","0.0"
"2017","03","1000 100","09102000","Saffron","Djibouti","","","2150.0","2107.0","28984.94","1196.88894945265","0.0","0.0"
"2017","03","1000 100","02012000","Fresh or chilled unboned bovine meat (excl. carcasses)","United Arab Emirates","","","487.0","478.0","28510.95","1177.3162543513","0.0","0.0"
"2017","03","1000 100","70131090","--- Other","Israel","132.0","UN","200.0","150.0","28002.84","1156.33462581916","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","South Africa","","","354.0","311.52","27548.1","1137.55683014754","0.0","0.0"
"2017","03","1000 100","73121000","Stranded wire, cables of iron or steel, not electically insulated","South Sudan","","","730.0","730.0","26694.22","1102.29715611825","0.0","0.0"
"2017","03","1000 100","63051000","-Sacks and bags, used for packing goods, of jute, etc","United Arab Emirates","","","75.0","66.0","26213.04","1082.4275609182","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Kuwait","","","360.0","325.0","26007.8","1073.95248772551","0.0","0.0"
"2017","03","1000 100","11042200","Other worked grains of oats, nes","South Africa","","","318.0","300.0","25999.1","1073.59323447675","0.0","0.0"
"2017","03","1000 100","52021000","-Yarn waste(including thread waste)","Djibouti","","","855.0","842.0","25859.53","1067.82990391008","0.0","0.0"
"2017","03","3052 505","62071900","MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF TEXTILE MATERIALS, NES","United States","1080.0","UN","651.0","615.0","25684.63","1060.60767480561","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Sri Lanka","","","37.3","31.71","25431.95","1050.17363907024","0.0","0.0"
"2017","03","1000 100","19059090","--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES","United Kingdom","","","150.0","120.0","25195.84","1040.42383624659","0.0","0.0"
"2017","03","1000 100","19059020","---Fresh Injera","Swaziland","","","375.0","300.0","24770.43","1022.85717825155","0.0","0.0"
"2017","03","1071 100","06031100","--Roses","Ukraine","","","314.0","276.32","24411.89","1008.05181505478","0.0","0.0"
"2017","03","1000 100","63022100","Printed bed-linen of cotton (excl. knitted or crocheted)","Israel","","","208.06","178.34","24087.94","994.674793222915","0.0","0.0"
"2017","03","1000 100","72169100","ANGLES/SECTIONS OF IRON/STEEL,COLDFORMED/FINISHD FROM FLATROLLED PRODS NES","South Sudan","","","935.0","935.0","24030.3","992.294637216159","0.0","0.0"
"2017","03","1000 100","09022000","Green tea,whether or not flavoured, nes","Czech Republic","","","105.0","100.0","24007.2","991.340757900474","0.0","0.0"
"2017","03","3052 505","61046200","--WOMEN'S OR GIRLS' TROUSERS, ETC, OF COTTON, KNITTED OR CROCHETED","Malaysia","4152.0","UN","459.86","363.0","23763.9","981.294054978135","0.0","0.0"
"2017","03","1000 100","08071100","Watermelons, fresh","Djibouti","","","4335.0","3456.0","23473.28","969.293344730333","0.0","0.0"
"2017","03","1000 100","09041200","Pepper, crushed or ground","Switzerland","","","136.5","105.0","23378.85","965.39400170955","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Cote d'Ivoire","","","296.0","260.48","23117.56","954.604429138329","0.0","0.0"
"2017","03","1000 100","43019000","-Heads, tails, paws and other pieces of raw furskin","Nigeria","","","11990.0","8360.0","22913.5","946.178082248347","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","United Kingdom","","","294.0","258.72","22904.8","945.818828999583","0.0","0.0"
"2017","03","1000 100","12060000","Sunflower seeds","Israel","","","1002.0","1000.0","22886.0","945.042511634437","0.0","0.0"
"2017","03","1000 100","42022110","---hand made hand bags with outer surface of leather or composition leather.","Germany","50.0","UN","35.0","33.0","22886.0","945.042511634437","0.0","0.0"
"2017","03","1000 100","57050000","OTHER CARPETS AND OTHER TEXTILE FLOOR COVEINGS, NES","United States","144.0","M2","250.0","250.0","22876.62","944.655178821402","0.0","0.0"
"2017","03","1000 100","84329090","--- OTHER PARTS OF SOIL PREPAR /CULTIV MACHINERY ... NES (8432.8010)","South Sudan","","","680000.0","680000.0","22864.0","944.134055143309","0.0","0.0"
"2017","03","1000 100","11062000","Flour, meal and powder of sago or of roots or tubers of 0714","Canada","","","240.0","190.0","22825.22","942.532694110311","0.0","0.0"
"2017","03","1000 100","94034000","-WOODEN FURNITURE OF A KIND USED IN THE KITCHEN","United Kingdom","2.0","UN","280.0","240.0","22711.48","937.835974051179","0.0","0.0"
"2017","03","1000 100","75089000","-Other","South Africa","","","110.0","108.0","22382.8","924.263634073725","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Japan","25700.0","UN","150.0","123.0","22238.78","918.316547534986","0.0","0.0"
"2017","03","1000 100","44071000","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, >6MM THICK.","South Sudan","260.0","M3","4308.0","4308.0","22163.74","915.217885030702","0.0","0.0"
"2017","03","1000 100","09012100","Roasted coffee, not decaffeinated","Denmark","","","118.0","100.0","21996.96","908.330958958413","0.0","0.0"
"2017","03","1000 435","07135000","Dried broad beans and horse beans, shelled","Sudan","","","990.0","957.0","21990.9","908.080720488584","0.0","0.0"
"2017","03","1000 100","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","Italy","48.0","2UN","53.0","44.0","21576.92","890.986046934166","0.0","0.0"
"2017","03","1000 100","11029000","Other cereal flour, nes","Netherlands","","","305.0","245.0","21197.46","875.316824201281","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Australia","","","33.3","26.41","21151.05","873.400393939769","0.0","0.0"
"2017","03","3052 505","61099000","-T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED","United States","1410.0","UN","297.5","250.5","20984.64","866.528746453923","0.0","0.0"
"2017","03","1071 100","07082000","Beans, fresh or chilled","United Kingdom","","","1200.0","900.0","20825.23","859.946153306162","0.0","0.0"
"2017","03","1000 100","07081000","Peas, fresh or chilled","Germany","","","839.81","466.6","20822.75","859.843745483526","0.0","0.0"
"2017","03","1000 100","11063000","Flour, meal and powder of products of chapter 8","United States","","","150.0","120.0","20577.6","849.720649628978","0.0","0.0"
"2017","03","1000 100","12060000","Sunflower seeds","United States","","","445.0","240.0","20276.17","837.273556896217","0.0","0.0"
"2017","03","1000 100","08101000","Strawberries, fresh","Kenya","","","700.0","250.0","20025.24","826.911784745364","0.0","0.0"
"2017","03","1000 100","04090000","Natural honey","Qatar","","","59.0","50.0","19867.75","820.408475073193","0.0","0.0"
"2017","03","1000 100","39173100","--Flexible tubes, pipes and hoses, with a burst pressure >=27.6mpa","South Sudan","421.0","UN","3368.0","3368.0","19591.04","808.982157088645","0.0","0.0"
"2017","03","1000 100","46021910","---Hand made","Israel","","","160.0","150.0","19453.1","803.286134889272","0.0","0.0"
"2017","03","1000 100","09011200","Decaffeinated coffee, not roasted","United States","","","121.6","120.0","19444.21","802.919035879902","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Norway","25800.0","UN","48.0","22.0","19029.53","785.795456891675","0.0","0.0"
"2017","03","1000 100","22029090","---OTHER","South Sudan","","","1586.0","792.0","18582.12","767.32034240551","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Cote d'Ivoire","","","27.0","22.95","18427.27","760.926047512274","0.0","0.0"
"2017","03","1071 100","06031900","--Other cut flowers","Oman","","","236.0","207.68","18409.38","760.18730721108","0.0","0.0"
"2017","03","1000 101","30029090","---Other","Central African Republic","200000.0","LTR","560.0","558.0","18352.72","757.847618811656","0.0","0.0"
"2017","03","1000 100","19059090","--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES","Canada","","","200.0","140.0","18295.56","755.487283673798","0.0","0.0"
"2017","03","1071 100","06031100","--Roses","Nigeria","","","234.0","205.92","18242.9","753.312769181852","0.0","0.0"
"2017","03","1000 100","42022900","--OTHER","Norway","10.0","UN","30.0","25.0","18079.94","746.583584191205","0.0","0.0"
"2017","03","1000 100","62044200","--DRESSES OF COTTON","United Kingdom","124.0","UN","78.0","78.0","17720.9","731.757574255995","0.0","0.0"
"2017","03","1000 100","73102900","--Other","South Sudan","","","60.0","60.0","17414.26","719.095342508744","0.0","0.0"
"2017","03","1000 100","62044200","--DRESSES OF COTTON","Israel","50.0","UN","148.61","127.38","17205.67","710.481936168543","0.0","0.0"
"2017","03","1000 100","12040000","Linseed","Djibouti","","","1225.0","1202.0","17154.71","708.377620587276","0.0","0.0"
"2017","03","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","Switzerland","","","104.0","80.0","17121.36","707.000483133679","0.0","0.0"
"2017","03","1000 100","11010000","Wheat or meslin flour","Netherlands","","","260.0","190.0","17002.48","702.091514603438","0.0","0.0"
"2017","03","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","Sweden","","","265.0","204.0","16360.23","675.570779084028","0.0","0.0"
"2017","03","1000 100","84182110","-Refrigerator,houshold type:--Compression-type:--- CHLOROFLUOROCARBON (CFC FREE )","South Sudan","1.0","UN","25.0","25.0","16039.45","662.324657573843","0.0","0.0"
"2017","03","1000 100","12129900","VEGETABLE PRODUCTS USED PRIMARILY FOR HUMAN CONSUMPTION,FRESH/DRIED, NES","Djibouti","","","1750.0","1715.0","15698.69","648.253492395806","0.0","0.0"
"2017","03","1000 100","39172900","--Tubes, pipes and hoses, rigid, of other plastics, nes","South Sudan","177.0","UN","885.0","885.0","15672.83","647.185643083962","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Djibouti","","","200.0","176.0","15603.76","644.333502636588","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Netherlands","","","285.0","220.0","15585.98","643.59930461785","0.0","0.0"
"2017","03","1000 100","94016900","--OTHER","France","15.0","UN","130.0","111.0","15183.17","626.965879200063","0.0","0.0"
"2017","03","1000 100","07082000","Beans, fresh or chilled","Djibouti","","","4209.0","2836.0","15140.69","625.211732302648","0.0","0.0"
"2017","03","1000 100","08101000","Strawberries, fresh","Angola","","","400.0","262.5","15018.93","620.183838559023","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Switzerland","16400.0","UN","81.0","72.0","15010.59","619.839450961932","0.0","0.0"
"2017","03","1000 100","71131110","---hand made of silver ,whether or not plated or clad with other precious metal:","Israel","","","400.0","350.0","14864.68","613.814319751909","0.0","0.0"
"2017","03","1000 100","09109100","Spice mixtures","United States","","","61.0","52.0","14832.17","612.471868818883","0.0","0.0"
"2017","03","1000 100","04051000","Butter","Canada","","","70.0","50.0","14828.24","612.309585454786","0.0","0.0"
"2017","03","1000 100","19059020","---Fresh Injera","Djibouti","","","383.2","350.0","14761.34","609.547051852219","0.0","0.0"
"2017","03","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","United Republic of Tanzania","12000.0","UN","40.0","30.0","14614.2","603.471129665647","0.0","0.0"
"2017","03","1000 100","64029900","--Other","Hong Kong","47.0","2UN","40.0","24.0","14585.7","602.294265574867","0.0","0.0"
"2017","03","1000 100","73083000","Doors, window-frames and thresholds for doors of iron or steel","South Sudan","","","306.0","306.0","14435.5","596.091985349074","0.0","0.0"
"2017","03","1000 100","32089000","-other","South Sudan","155.0","LTR","465.0","465.0","14206.37","586.630410993975","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Norway","","","103.0","90.0","14177.18","585.425054404156","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","South Africa","14000.0","UN","28.0","25.0","14098.89","582.192188100046","0.0","0.0"
"2017","03","1000 100","44185000","-Shingles and shakes","South Sudan","90.0","M2","450.0","450.0","13914.68","574.585516725923","0.0","0.0"
"2017","03","1000 100","07132000","Dried chickpeas, shelled","Norway","","","81.0","75.0","13867.77","572.648439725976","0.0","0.0"
"2017","03","1000 100","39269090","--- OTHER","South Sudan","","","480.0","480.0","13748.1","567.706849349008","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Korea, Republic of","","","20.0","17.0","13666.25","564.326978267243","0.0","0.0"
"2017","03","1000 100","13021300","Hop extract","United States","","","182.0","124.0","13586.85","561.048276203808","0.0","0.0"
"2017","03","1000 100","11071000","Malt not roasted","Germany","","","194.0","180.0","13571.88","560.430112855072","0.0","0.0"
"2017","03","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","Netherlands","","","220.0","151.0","13513.48","558.018573805896","0.0","0.0"
"2017","03","1000 100","09103000","Turmeric (curcuma)","Djibouti","","","900.0","882.0","13152.01","543.092220721893","0.0","0.0"
"2017","03","1000 100","08109000","Other fruit, fresh, nes","Djibouti","","","1475.0","1424.0","13039.27","538.43679413963","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Canada","13500.0","UN","44.0","36.0","12806.83","528.838538376093","0.0","0.0"
"2017","03","1000 100","19059020","---Fresh Injera","Denmark","","","190.0","180.0","12617.49","521.020031465629","0.0","0.0"
"2017","03","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","United Kingdom","","","120.0","100.0","12602.42","520.397738769207","0.0","0.0"
"2017","03","1000 100","42022190","---Other","Norway","10.0","UN","10.0","8.0","12346.56","509.832389777387","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Niger","","","18.0","15.3","12243.66","505.58329100752","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Croatia","","","154.0","135.52","11972.5","494.386151819597","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Canada","","","198.0","160.0","11754.36","485.378392775293","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Congo","","","17.2","14.62","11738.85","484.737930949048","0.0","0.0"
"2017","03","1000 100","11029000","Other cereal flour, nes","Sweden","","","280.0","250.0","11709.79","483.537942511222","0.0","0.0"
"2017","03","1000 100","11029000","Other cereal flour, nes","Norway","","","75.0","60.0","11617.93","479.744723725993","0.0","0.0"
"2017","03","1000 100","11041900","Rolled or flaked grains of other cereals, nes","United States","","","138.0","133.0","11547.7","476.844682845451","0.0","0.0"
"2017","03","1000 100","11042900","---Of other cereals","United States","","","144.0","113.0","11463.54","473.369423832117","0.0","0.0"
"2017","03","1000 100","72099000","-Other","South Sudan","","","756.0","756.0","11456.75","473.089041124174","0.0","0.0"
"2017","03","1000 100","39269090","--- OTHER","Israel","","","104.0","100.0","11443.0","472.521255817219","0.0","0.0"
"2017","03","1000 100","08101000","Strawberries, fresh","Senegal","","","350.0","250.0","11432.0","472.067027571655","0.0","0.0"
"2017","03","1000 100","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","South Africa","","","453.6","252.0","10405.99","429.699507368821","0.0","0.0"
"2017","03","1000 100","70134900","-- Other","United States","360.0","UN","85.0","85.0","10335.82","426.801944096891","0.0","0.0"
"2017","03","1000 100","39251000","-Reservoirs... and similar containers, capacity >300 l, of plastics","South Sudan","1.0","UN","300.0","300.0","10311.07","425.779930544372","0.0","0.0"
"2017","03","3052 505","42033000","-BELTS AND BANDOLIERS","United States","150.0","UN","31.75","31.75","10311.07","425.779930544372","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Lebanon","","","120.0","100.0","10220.2","422.027592301244","0.0","0.0"
"2017","03","1000 100","09022000","Green tea,whether or not flavoured, nes","United States","","","90.0","70.0","10183.92","420.52946496042","0.0","0.0"
"2017","03","1071 100","06031900","--Other cut flowers","Hong Kong","","","102.0","89.76","10124.5","418.075806564837","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Russian Federation","","","124.0","109.12","9649.42","398.458101573694","0.0","0.0"
"2017","03","1000 100","09041200","Pepper, crushed or ground","Sweden","","","120.0","100.0","9176.36","378.923809405828","0.0","0.0"
"2017","03","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Israel","","","0.06","0.05","9165.4","378.471232899339","0.0","0.0"
"2017","03","1000 100","22011000","MINERAL WATERS AND AERATED WATERS, UNSWEETENED","South Sudan","800.0","LTR","800000.0","800000.0","9165.4","378.471232899339","0.0","0.0"
"2017","03","1000 100","44190010","---hand made","Israel","","","51.0","50.0","9154.4","378.017004653775","0.0","0.0"
"2017","03","1000 100","69119000","-Other","Netherlands","","","500.0","500.0","9087.56","375.25694865982","0.0","0.0"
"2017","03","1000 100","44201010","---HAND MADE","France","","","78.0","66.0","9071.76","374.604511725283","0.0","0.0"
"2017","03","1000 101","08072000","Papaws (papayas), fresh","Djibouti","","","4200.0","2800.0","8962.68","370.100219268362","0.0","0.0"
"2017","03","1000 100","02011000","Fresh or chilled bovine carcasses and half carcasses","Saudi Arabia","","","128.6","128.6","8861.24","365.911408974724","0.0","0.0"
"2017","03","1000 100","33074100","--Agarbatti and other odiferous preparations which operate by burning","United States","","","160.0","160.0","8613.18","355.668149102486","0.0","0.0"
"2017","03","1000 100","69049000","-Other","South Sudan","","","748.0","748.0","8569.64","353.87023111959","0.0","0.0"
"2017","03","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Germany","","","10.0","9.5","8471.11","349.801584843642","0.0","0.0"
"2017","03","1000 100","94016900","--OTHER","United States","8.0","UN","85.0","82.0","8367.04","345.504172705838","0.0","0.0"
"2017","03","1000 100","07069090","---Other carrots ,turnips","Djibouti","","","252.0","222.0","8268.46","341.433461756046","0.0","0.0"
"2017","03","1000 100","44101900","--OTHER","South Sudan","90.0","M2","540.0","540.0","8248.86","340.624109609405","0.0","0.0"
"2017","03","1000 100","59019000","-other","United States","72.0","M","7.5","6.0","8238.96","340.215304188397","0.0","0.0"
"2017","03","1000 100","84743900","--other MIXING OR KNEADING MACHINES FOR EARTH, STONE, ORES, ETC","South Sudan","1.0","UN","20.0","20.0","8010.1","330.764879072053","0.0","0.0"
"2017","03","1000 100","73218900","--Other , including appliance for solid fuel","Lebanon","60.0","UN","520.0","480.0","7956.67","328.558568602918","0.0","0.0"
"2017","03","1000 100","72166900","--OTHER","South Sudan","","","340.0","340.0","7790.59","321.700547964438","0.0","0.0"
"2017","03","1071 100","06031100","--Roses","Togo","","","96.0","84.48","7479.65","308.860754266648","0.0","0.0"
"2017","03","1000 100","44121000","- of bamboo","Finland","1500.0","M3","1800.0","1500.0","7479.0","308.833913506683","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Nigeria","","","96.0","84.48","7470.67","308.489938844361","0.0","0.0"
"2017","03","1000 100","84145100","- FANS:--Table,floor,wall,window, WITH SELF-CONTAINED ELECTRIC MOTOR <=125W","South Sudan","11.0","UN","55.0","55.0","7446.88","307.507567029636","0.0","0.0"
"2017","03","1000 100","12079990","--OTHER","Canada","","","50.1","50.0","7357.84","303.83079584918","0.0","0.0"
"2017","03","1071 100","06031100","--Roses","Seychelles","","","94.0","82.72","7332.6","302.788548492995","0.0","0.0"
"2017","03","1000 100","12075000","-Mustard seeds","United States","","","66.0","47.0","7283.55","300.763103452548","0.0","0.0"
"2017","03","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Korea, Republic of","200.0","UN","8.0","6.0","7270.05","300.20564151481","0.0","0.0"
"2017","03","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Poland","","","210.0","150.0","7256.46","299.644463164154","0.0","0.0"
"2017","03","1000 100","72179000","Wire of iron or non-alloy steel, nes","South Sudan","","","1050.0","1050.0","7209.09","297.688391164848","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Belgium","","","88.0","77.44","7008.19","289.392531661773","0.0","0.0"
"2017","03","1000 100","87089900","-- OTHER","Germany","","","95.0","85.0","6906.54","285.195049737993","0.0","0.0"
"2017","03","1000 100","42022190","---Other","Belgium","22.0","UN","6.5","4.5","6902.69","285.036069852045","0.0","0.0"
"2017","03","1000 100","73101000","Tanks, casks, drums, cans... (excl. for gas) of iron or steel, 50-300 l","South Sudan","","","96.0","96.0","6882.27","284.192857054371","0.0","0.0"
"2017","03","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","Swaziland","","","40.0","30.0","6880.67","284.12678749138","0.0","0.0"
"2017","03","1000 100","73269090","--- Other","South Africa","100.0","UN","140.0","100.0","6859.2","283.240216542993","0.0","0.0"
"2017","03","1000 100","25162000","sandstone","South Sudan","","","136000.0","136000.0","6859.2","283.240216542993","0.0","0.0"
"2017","03","1000 100","35069900","--other","South Sudan","","","222.0","222.0","6782.39","280.06846458465","0.0","0.0"
"2017","03","1000 100","94036000","-other wooden furniture","Italy","42.0","UN","1500.0","1350.0","6744.62","278.50880996329","0.0","0.0"
"2017","03","1000 100","06031100","--Roses","Equatorial Guinea","","","86.0","75.68","6686.12","276.093141566427","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Senegal","","","9.5","8.08","6479.93","267.578839570713","0.0","0.0"
"2017","03","1000 100","62149000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS, ETC, OF OTHER TEXTILES MATERIALS","New Zealand","20.0","UN","7.0","6.0","6415.78","264.929863029537","0.0","0.0"
"2017","03","1000 100","07101000","Potatoes, frozen","Djibouti","","","202.0","180.0","6356.71","262.490657350858","0.0","0.0"
"2017","03","1000 100","19059020","---Fresh Injera","Germany","","","603.0","552.0","6322.62","261.082962724378","0.0","0.0"
"2017","03","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Malaysia","26000.0","UN","90.0","45.0","6288.93","259.691785488646","0.0","0.0"
"2017","03","1000 100","11029000","Other cereal flour, nes","Poland","","","190.0","129.0","6240.55","257.694007077702","0.0","0.0"
"2017","03","1000 100","07122000","Dried onions","Djibouti","","","200.0","170.0","6224.99","257.051480577613","0.0","0.0"
"2017","03","1000 100","13021300","Hop extract","Norway","","","70.0","40.0","6213.44","256.574540919771","0.0","0.0"
"2017","03","1000 100","09109900","Other spices, nes","Netherlands","","","155.0","125.0","6195.99","255.853969748399","0.0","0.0"
"2017","03","1000 100","73181900","--Other","South Sudan","","","100.0","100.0","6179.22","255.161478141298","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Thailand","","","9.0","7.65","6142.42","253.641878192502","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Democratic republic of the Congo","","","9.0","7.65","6127.72","253.034864082521","0.0","0.0"
"2017","03","1000 100","11042200","Other worked grains of oats, nes","United States","","","100.0","78.0","6051.62","249.892430492755","0.0","0.0"
"2017","03","1000 100","09041200","Pepper, crushed or ground","Poland","","","80.0","50.0","6047.05","249.703719303462","0.0","0.0"
"2017","03","3052 505","61082100","--WOMEN'S OR GIRLS' BRIEFS AND PANTIES OF COTTON, KNITTED OR CROCHETED","Canada","950.0","UN","250.0","200.0","5931.84","244.946297833331","0.0","0.0"
"2017","03","1000 100","19049000","Prepared cereals in grain form (excl. maize)","United States","","","80.0","64.0","5872.87","242.511221502339","0.0","0.0"
"2017","03","1000 100","73089090","--- STRUCTURES AND PARTS OF STRUCTURES, NES OF IRON OR STEEL","South Sudan","","","378.0","378.0","5774.2","238.43679413963","0.0","0.0"
"2017","03","1000 100","33043000","-Manicure or pedicure preparations","Lebanon","40.0","UN","120.0","96.0","5761.72","237.921451548299","0.0","0.0"
"2017","03","1000 100","75089000","-Other","France","","","49.0","42.0","5729.49","236.590562788796","0.0","0.0"
"2017","03","1000 100","11010000","Wheat or meslin flour","Sweden","","","125.0","100.0","5728.37","236.544314094702","0.0","0.0"
"2017","03","1000 100","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","Djibouti","","","48.0","33.0","5685.18","234.760848828711","0.0","0.0"
"2017","03","1000 100","11071000","Malt not roasted","United States","","","85.0","80.0","5548.71","229.125528040335","0.0","0.0"
"2017","03","1000 100","08043000","Pineapples, fresh or dried","United Arab Emirates","","","250.5","225.0","5374.62","221.936746652131","0.0","0.0"
"2017","03","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Korea, Republic of","1200.0","UN","36.0","13.0","5273.02","217.741329402194","0.0","0.0"
"2017","03","1000 100","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","Germany","5.0","2UN","4.0","3.5","5247.18","216.674305959888","0.0","0.0"
"2017","03","1000 100","09109900","Other spices, nes","Switzerland","","","40.5","25.0","5237.12","216.258893582581","0.0","0.0"
"2017","03","1000 100","94034000","-WOODEN FURNITURE OF A KIND USED IN THE KITCHEN","France","8.0","UN","42.0","37.0","4965.41","205.03904298238","0.0","0.0"
"2017","03","1000 100","96062900","--Other","Italy","","","70.0","70.0","4871.4","201.157043221882","0.0","0.0"
"2017","03","1000 100","11042200","Other worked grains of oats, nes","Norway","","","30.0","25.0","4826.3","199.29470741507","0.0","0.0"
"2017","03","1000 100","46019400","-- Of other vegetable materials.","France","","","41.0","36.0","4774.45","197.153640639388","0.0","0.0"
"2017","03","1000 100","07129090","---Other vegetables","Malta","","","7.0","5.95","4761.42","196.615586635779","0.0","0.0"
"2017","03","1000 100","21061000","Protein concentrates and textured protein substences","Germany","","","22.0","22.0","4593.7","189.689844695233","0.0","0.0"
"2017","03","1000 100","12101000","Hop cones (excl. ground, powdered or pellets), fresh or dried","Germany","","","53.0","50.0","4577.2","189.008502326887","0.0","0.0"
"2017","03","1000 100","07142000","Sweet potatoes, fresh or dried, chilled or frozen","Djibouti","","","1120.0","1079.0","4559.35","188.271413764768","0.0","0.0"
"2017","03","1000 100","44121000","- of bamboo","Germany","250.0","M3","300.0","250.0","4362.75","180.153116212232","0.0","0.0"
"2017","03","1000 100","09019000","Coffee husks and skins,coffee substitutes containing coffee","Finland","","","25.0","15.0","4212.86","173.963636964269","0.0","0.0"
"2017","03","1000 100","39233010","---BOTTLE PERFORMS OF PLASTICS","China","2003.0","UN","55.08","55.08","4134.89","170.743984572757","0.0","0.0"
"2017","03","1000 100","08071900","Melons, fresh, (excl.watermelons)","Djibouti","","","2100.0","1500.0","4130.18","170.549492296702","0.0","0.0"
"2017","03","1000 100","19052000","Gingerbread and the like","Norway","","","34.0","30.0","4129.36","170.515631645669","0.0","0.0"
"2017","03","1000 100","62149000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS, ETC, OF OTHER TEXTILES MATERIALS","South Africa","155.0","UN","110.0","104.0","4082.2","168.568231276505","0.0","0.0"
