"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Sup. Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2018","01","3052 506","61071100","--MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF COTTON, KNITTED OR CROCHETED","United States","12120.0","UN","1966.84","1795.32","310492.32","11294.9424325652"
"2018","01","3052 505","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Sweden","","","518.0","511.0","305143.36","11100.3605012823"
"2018","01","1000 100","25232900","--other","Somalia","","","185925.0","185000.0","305081.67","11098.1163717056"
"2018","01","1000 100","71132000","Articles of jewellery... of base metal clad with precious metal","United States","","","94.78","91.16","294449.41","10711.3410574947"
"2018","01","1000 100","07129090","---Other vegetables","Belgium","","","349.4","297.34","285683.51","10392.4593026428"
"2018","01","3052 506","61109000","-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED","United States","34548.0","UN","7197.0","6142.8","284809.56","10360.6671638262"
"2018","01","1000 100","09041200","Pepper, crushed or ground","Djibouti","","","5601.0","5508.0","280582.05","10206.8808090362"
"2018","01","3052 505","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","Netherlands","440.0","2UN","540.2","492.2","278936.94","10147.0357772968"
"2018","01","1000 100","19041000","Prepared foods obtained by the swelling or roasting of cereals","South Africa","","","5350.0","5010.0","275379.17","10017.6129067462"
"2018","01","1000 100","07139000","Dried leguminous vegetables, shelled, nes","Sudan","","","40080.0","40000.0","274796.0","9996.39862492952"
"2018","01","1000 100","09012100","Roasted coffee, not decaffeinated","Saudi Arabia","","","1328.0","1177.0","274478.03","9984.8316629986"
"2018","01","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","United States","","","3287.0","2947.0","271450.3","9874.69033631023"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Mauritius","","","1.3","1.12","269412.78","9800.57039960712"
"2018","01","3052 505","61069000","-WOMEN'S OR GIRLS' BLOUSES ETC. OF OTHER TEXTILES NES, KNITTED OR CROCHETED","United Kingdom","10792.0","UN","3744.05","3204.45","269293.53","9796.23237963586"
"2018","01","1000 100","06031900","--Other cut flowers","China","","","2745.32","2415.88","265661.33","9664.10192982775"
"2018","01","1071 100","08044000","Avocados, fresh or dried","Somalia","","","32220.0","31797.0","264393.13","9617.96795139963"
"2018","01","1000 100","06031100","--Roses","Italy","","","2782.0","2448.16","259998.5","9458.10218447043"
"2018","01","3052 505","64059000","-Other","China","941.0","2UN","1055.0","775.0","256794.35","9341.54313465141"
"2018","01","3052 505","62034900","--MEN'S OR BOYS' TROUSERS, BREECHES OF OTHER TEXTILES, NES","United States","9270.0","UN","3167.25","2935.5","254842.49","9270.53929682242"
"2018","01","1071 100","07031000","Onions and shallots, fresh or chilled","Somalia","","","37270.0","36609.0","254659.01","9263.86474835846"
"2018","01","3052 506","61034100","--MEN'S OR BOYS' TROUSERS, ETC, OF WOOL..., KNITTED OR CROCHETED","Germany","2448.0","UN","1107.46","1023.28","250589.31","9115.8191309409"
"2018","01","1000 100","06031900","--Other cut flowers","Japan","","","1932.0","1700.16","248732.95","9048.28934684152"
"2018","01","1000 100","07129090","---Other vegetables","Singapore","","","292.9","248.98","239451.28","8710.64515542298"
"2018","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Norway","247600.0","UN","325.0","231.0","239232.49","8702.68611651722"
"2018","01","3052 506","61062000","-WOMEN'S OR GIRLS' BLOUSES, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED","Canada","20230.0","UN","3856.23","3374.79","239050.89","8696.07995780207"
"2018","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Slovakia","","","143.5","139.5","235883.25","8580.84905145601"
"2018","01","1000 100","42022110","---hand made hand bags with outer surface of leather or composition leather.","Japan","103.0","UN","25.0","22.0","233611.45","8498.20658796995"
"2018","01","1000 100","10082100","--SEED","Israel","","","10010.0","10000.0","233527.3","8495.14541916004"
"2018","01","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Djibouti","","","13602.0","13406.0","232829.24","8469.75172338529"
"2018","01","1000 100","12101000","Hop cones (excl. ground, powdered or pellets), fresh or dried","Sudan","","","5608.0","5600.0","230828.64","8396.9748449408"
"2018","01","1000 100","06031100","--Roses","Jordan","","","2470.0","2173.6","230826.96","8396.91373069718"
"2018","01","1000 100","22087000","Liqueurs and cordials","South Sudan","21000.0","LTR","6510.0","6300.0","230779.92","8395.20253187581"
"2018","01","1000 100","07082000","Beans, fresh or chilled","United Kingdom","","","2600.0","2251.5","229241.07","8339.2229760454"
"2018","01","1000 100","08101000","Strawberries, fresh","Russian Federation","","","3500.0","2375.0","228476.19","8311.3985339857"
"2018","01","1000 100","09041200","Pepper, crushed or ground","Saudi Arabia","","","3500.0","3000.0","226801.57","8250.4800014551"
"2018","01","1000 100","06031900","--Other cut flowers","Belgium","","","1592.0","1400.96","224843.69","8179.25717091981"
"2018","01","1000 100","33074100","--Agarbatti and other odiferous preparations which operate by burning","Korea, Republic of","","","1204.5","1200.0","224311.73","8159.90578220775"
"2018","01","1000 100","08109000","Other fruit, fresh, nes","United Kingdom","","","2350.0","2001.0","223405.53","8126.94046817876"
"2018","01","1071 100","06031900","--Other cut flowers","Kuwait","","","2370.0","2085.6","221500.81","8057.65146692373"
"2018","01","1000 101","22085000","GIN AND GENEVA","Kenya","7120.0","LTR","11867.0","11200.0","219869.6","7998.31208279525"
"2018","01","1000 100","07129090","---Other vegetables","Democratic republic of the Congo","","","268.6","228.31","219638.31","7989.89832481493"
"2018","01","1000 100","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","France","490.0","2UN","722.1","672.1","216054.89","7859.54237072337"
"2018","01","1071 100","06031100","--Roses","Oman","","","2196.0","1932.48","205334.23","7469.55128321723"
"2018","01","1000 100","12129300","--SUGAR CANE","Djibouti","","","18830.0","18482.0","203189.44","7391.52912930392"
"2018","01","3052 505","42031000","-Articles of apparel of leather","Japan","25.0","UN","24.0","19.0","203129.2","7389.33774713982"
"2018","01","3052 506","62034200","--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON","Malaysia","7296.0","UN","1080.6","943.8","202922.58","7381.82142272504"
"2018","01","1000 100","06031100","--Roses","Kuwait","","","2096.83","1845.21","202859.11","7379.51254115208"
"2018","01","3052 505","61109000","-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED","United States","6672.0","UN","887.0","807.0","201678.28","7336.55686716746"
"2018","01","1000 100","19059020","---Fresh Injera","Finland","","","2920.0","2390.0","199304.4","7250.20098583095"
"2018","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Myanmar","","","101.0","97.0","198727.24","7229.20533294531"
"2018","01","1000 100","02045000","Fresh, chilled or frozen goat meat","Qatar","","","1581.0","1550.0","198088.76","7205.97901016752"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Switzerland","","","1.96","1.74","195175.71","7100.00945815675"
"2018","01","1000 100","11029000","Other cereal flour, nes","United Kingdom","","","3413.0","3025.0","195116.3","7097.8482693392"
"2018","01","3052 505","61112000","-Babies' garments, etc, of cotton, knitted or crocheted","Malaysia","28692.0","UN","3317.83","2668.0","194891.09","7089.65568671675"
"2018","01","1071 100","06031900","--Other cut flowers","Canada","","","1776.0","1562.88","191598.75","6969.88850288292"
"2018","01","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Saudi Arabia","","","6100.0","5500.0","190980.66","6947.40391785955"
"2018","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","United States","125208.0","UN","347.0","201.0","185948.07","6764.33074446607"
"2018","01","1000 100","02042100","Fresh or chilled sheep carcasses and half carcasses (excl. lamb)","Qatar","","","1479.0","1450.0","185308.84","6741.07713854381"
"2018","01","1000 100","11062000","Flour, meal and powder of sago or of roots or tubers of 0714","United Kingdom","","","2220.0","1870.0","184986.15","6729.33847469034"
"2018","01","1000 100","07132000","Dried chickpeas, shelled","Djibouti","","","11325.0","11174.0","184832.41","6723.74579384856"
"2018","01","1000 100","11061000","Flour, meal and powder of the dried leguminous vegetables of 0713","Israel","","","2748.8","2730.0","182984.81","6656.53467687663"
"2018","01","1000 100","09041200","Pepper, crushed or ground","United Kingdom","","","900.0","800.0","182678.9","6645.40642790884"
"2018","01","1000 100","19059020","---Fresh Injera","Switzerland","","","2300.0","2000.0","175248.56","6375.10904163408"
"2018","01","1000 100","08045000","Guavas, mangoes and mangosteens, fresh or dried","Saudi Arabia","","","1555.0","1050.0","172224.04","6265.08448680405"
"2018","01","1000 100","11062000","Flour, meal and powder of sago or of roots or tubers of 0714","United States","","","1630.0","1323.0","169708.55","6173.57718401572"
"2018","01","1071 100","06031900","--Other cut flowers","Oman","","","1814.0","1596.32","169519.57","6166.70255915895"
"2018","01","1000 100","96020090","---Other","Zimbabwe","2200000.0","UN","307.0","239.0","169345.17","6160.35831863075"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","United Arab Emirates","","","0.85","0.61","169200.39","6155.09158042162"
"2018","01","3052 506","61022000","-WOMAN'S OR GIRLS' COATS, ETC, OF COTTON, KNITTED OR CROCHETED","United States","849.0","UN","1891.9","1703.6","160507.34","5838.85992833627"
"2018","01","1000 100","44190010","---hand made","United States","","","3719.0","3295.0","159486.64","5801.72938758435"
"2018","01","1071 100","06031100","--Roses","Cote d'Ivoire","","","1684.0","1481.92","157364.09","5724.51626984849"
"2018","01","1000 100","07129090","---Other vegetables","Ghana","","","188.0","159.8","153730.66","5592.34107568344"
"2018","01","1000 100","69120010","---Hand made Ceramic tableware , kitchenware","United Kingdom","","","4389.0","4141.0","153485.2","5583.41184816021"
"2018","01","1000 100","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","Ireland","","","1132.0","816.0","150044.15","5458.2349624402"
"2018","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Somalia","","","9975.0","9842.0","148718.42","5410.00818494334"
"2018","01","1000 100","33059000","-other","Germany","3504.0","LTR","1406.0","1112.0","148501.95","5402.13354189782"
"2018","01","1000 100","02011000","Fresh or chilled bovine carcasses and half carcasses","Kuwait","","","1348.0","1322.0","147776.06","5375.72745957547"
"2018","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Turkey","89100.0","UN","400.0","300.0","147652.51","5371.23301624257"
"2018","01","1000 100","11031900","Groats and meal of other cereals, nes","United States","","","1750.0","1600.0","147015.86","5348.07326433729"
"2018","01","1000 100","07129090","---Other vegetables","China","","","176.5","150.03","144330.97","5250.40360865058"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Sri Lanka","","","0.75","0.26","142915.24","5198.90285381691"
"2018","01","1000 100","71039100","--RUBIES, SAPPHIRES AND EMERALDS","India","1.0","KT","18.0","16.95","139733.76","5083.1684825115"
"2018","01","1000 100","09011200","Decaffeinated coffee, not roasted","Somalia","","","1023.0","1000.0","137418.5","4998.94505174703"
"2018","01","3052 505","61130000","Garments made up of knitted or crocheted fabrics of 59.03, 59.06, 59.07","United States","3696.0","UN","432.64","409.81","137180.0","4990.26901180451"
"2018","01","1000 100","09012100","Roasted coffee, not decaffeinated","China","","","566.0","497.0","136593.98","4968.95105403881"
"2018","01","1071 100","06031100","--Roses","Bahrain","","","1454.0","1279.12","136585.65","4968.64802924753"
"2018","01","1000 100","07129090","---Other vegetables","Madagascar","","","166.5","141.53","136146.88","4952.68666218011"
"2018","01","3052 505","62089900","Women's or girls' dressing gowns, panties, etc, of other textiles, nes","United States","","","1467.0","1254.9","130809.9","4758.54053365831"
"2018","01","1000 100","06031900","--Other cut flowers","United States","","","1349.5","1187.96","130620.72","4751.65863329635"
"2018","01","1000 100","46021910","---Hand made","United States","","","318.0","318.0","129511.34","4711.3021335419"
"2018","01","1000 100","07081000","Peas, fresh or chilled","United Kingdom","","","2212.2","1479.0","125649.35","4570.81249204242"
"2018","01","1000 100","07081000","Peas, fresh or chilled","Netherlands","","","3060.23","2383.36","124448.48","4527.12781243748"
"2018","01","1071 100","06031900","--Other cut flowers","Saudi Arabia","","","1316.0","1158.08","123582.14","4495.61250659343"
"2018","01","1000 100","94033090","---Other","United Kingdom","104.0","UN","1560.0","1300.0","119617.99","4351.40653704142"
"2018","01","1000 100","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","South Sudan","255.0","2UN","510.0","500.0","119098.92","4332.52405463904"
"2018","01","1000 100","22043000","-OTHER GRAPE MUST","Saudi Arabia","200.0","LTR","1170.0","1000.0","118211.73","4300.25027737864"
"2018","01","3052 505","58079000","-other","Kenya","243765.0","M","160.15","132.7","117328.08","4268.10527656014"
"2018","01","1000 100","12079990","--OTHER","Israel","","","4262.0","4250.0","116763.65","4247.57270958002"
"2018","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Kenya","346000.0","UN","940.0","522.0","115147.89","4188.79535822769"
"2018","01","3052 506","62092000","Babies' garments and clothing accessories of cotton","Canada","","","479.8","427.0","114947.16","4181.49329744084"
"2018","01","1071 100","06031100","--Roses","Spain","","","1192.0","1048.96","111393.26","4052.21120791575"
"2018","01","1000 100","09093100","--NEITHER CRUSHED NOR GROUND","Somalia","","","10020.0","10000.0","109951.6","3999.76718383383"
"2018","01","1000 100","12129900","VEGETABLE PRODUCTS USED PRIMARILY FOR HUMAN CONSUMPTION,FRESH/DRIED, NES","Djibouti","","","10030.0","9829.0","108056.53","3930.82922570436"
"2018","01","1000 100","09041100","Dried pepper (excl. crushed or ground)","Djibouti","","","3100.0","2709.0","108030.99","3929.90014369123"
"2018","01","1000 100","09041200","Pepper, crushed or ground","Switzerland","","","734.0","684.0","107109.08","3896.36333872933"
"2018","01","3052 505","62046200","WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF COTTON.","Germany","228.0","UN","26.88","20.28","106457.88","3872.67429382128"
"2018","01","1000 100","12024200","--SHELLED, WHETHER OR NOT BROKEN","Djibouti","","","3900.0","3822.0","105004.86","3819.8170210444"
"2018","01","1000 100","53039000","- Other","Sudan","","","8000.0","8000.0","104422.48","3798.63147747322"
"2018","01","1000 100","06031100","--Roses","Korea, Republic of","","","1116.0","982.08","104317.38","3794.80819949435"
"2018","01","1000 100","07129090","---Other vegetables","Sweden","","","127.2","108.13","104001.63","3783.32199567107"
"2018","01","3052 505","61041900","--WOMEN'S OR GIRLS' SUITS OF OTHER TEXTILES, NES, KNITTED OR CROCHETED","United Kingdom","2835.0","UN","1435.25","1293.5","103970.83","3782.20156787137"
"2018","01","3052 505","61046200","--WOMEN'S OR GIRLS' TROUSERS, ETC, OF COTTON, KNITTED OR CROCHETED","Canada","14710.0","UN","1751.87","1475.86","103489.31","3764.68506156896"
"2018","01","1000 100","75089000","-Other","United States","","","350.0","264.0","103278.91","3757.03123010604"
"2018","01","1000 100","41139000","-OTHER","Uganda","","","359.0","352.0","103091.62","3750.21808326816"
"2018","01","1000 101","22072000","ETHYL ALCOHOL AND OTHER DENATURED SPIRITS OF ANY STRENGTH","Somalia","6440.0","LTR","6720.0","6440.0","103036.39","3748.20895250914"
"2018","01","1000 435","04090000","Natural honey","Spain","","","4130.0","4028.0","102000.0","3710.50764837483"
"2018","01","1071 100","87089100","-- Radiators and parts thereof","Somalia","18500.0","UN","18500.0","18500.0","101700.21","3699.60202986595"
"2018","01","1071 100","72044900","--Other","Somalia","","","36940.0","36940.0","101552.11","3694.21451827061"
"2018","01","1071 100","06031100","--Roses","Jordan","","","1084.0","953.92","101312.1","3685.48354826388"
"2018","01","1000 100","08101000","Strawberries, fresh","Seychelles","","","1700.0","1050.0","101009.46","3674.474253806"
"2018","01","3052 505","61051000","-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED","United States","1202.0","UN","471.5","442.5","100757.99","3665.32639735172"
"2018","01","1000 100","85166000","Electric ovens, nes; cookers, cooking plates, boiling rings, grillers...","United Kingdom","35.0","UN","700.0","525.0","100640.13","3661.03894214154"
"2018","01","1000 100","01059990","---Other ,live poultry","Djibouti","610.0","UN","610.0","610.0","100605.71","3659.78682769785"
"2018","01","1000 100","07099300","--PUMPKINS,SQUASH & GOURDS (CUCURBITA SPP.)","Djibouti","","","33165.0","33165.0","100269.33","3647.55015551392"
"2018","01","1000 100","96020090","---Other","Sudan","1850000.0","UN","164.0","131.0","100191.31","3644.71198093818"
"2018","01","1000 100","07070000","Cucumbers and gherkins, fresh or chilled","Djibouti","","","16800.0","13170.0","100055.37","3639.76682005857"
"2018","01","1000 100","07051900","Lettuce, fresh or chilled, (excl. cabbage lettuce)","Djibouti","","","46135.0","35370.0","99781.91","3629.81902180833"
"2018","01","1000 100","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","Russian Federation","","","1746.0","1082.0","99173.78","3607.69675694356"
"2018","01","3052 505","42022190","---Other","Japan","77.0","UN","44.5","29.5","95216.81","3463.75197802797"
"2018","01","1000 100","12060000","Sunflower seeds","Israel","","","4010.0","4000.0","93410.92","3398.05816766402"
"2018","01","1000 100","07041000","Cauliflowers and headed broccoli, fresh or chilled","Saudi Arabia","","","1345.0","1102.0","91700.39","3335.83331817603"
"2018","01","1000 100","07129090","---Other vegetables","Nepal","","","110.8","94.19","90622.11","3296.60815947907"
"2018","01","1000 100","06031100","--Roses","China","","","960.68","845.39","90113.3","3278.0989104931"
"2018","01","1000 100","09109900","Other spices, nes","Sudan","","","2184.0","2180.0","89858.29","3268.8222775969"
"2018","01","1000 100","25010010","--- FOOD(TABLE) SALT,SALT LIQUORS OR SEA WATER","South Sudan","","","20000.0","20000.0","87971.52","3200.18625293294"
"2018","01","3052 505","73011000","Sheet piling of iron or steel","United Kingdom","","","738.0","615.0","87892.87","3197.32516051583"
"2018","01","1000 100","07129090","---Other vegetables","Malaysia","","","105.5","89.67","86261.16","3137.96758762437"
"2018","01","1000 100","69120010","---Hand made Ceramic tableware , kitchenware","Germany","","","1590.0","750.0","86054.32","3130.44326015388"
"2018","01","3052 505","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Myanmar","","","662.0","643.0","84862.23","3087.0779752269"
"2018","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Portugal","","","54.0","48.0","84786.94","3084.33911129704"
"2018","01","1000 100","07129090","---Other vegetables","Australia","","","102.7","87.3","83976.08","3054.8420305935"
"2018","01","1000 100","34021120","---WASHING PREPARATIONS (DETEREGENTS)","Somalia","718.0","LTR","5949.2","4860.0","83189.38","3026.22383091726"
"2018","01","1000 100","09109900","Other spices, nes","Israel","","","1002.0","1000.0","82473.3","3000.17461212463"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Germany","","","6.85","6.0","82451.1","2999.36703104822"
"2018","01","1000 100","08109000","Other fruit, fresh, nes","Saudi Arabia","","","2215.0","1400.0","82034.5","2984.21215373142"
"2018","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Japan","","","54.0","51.0","81653.66","2970.35813674312"
"2018","01","1000 100","08101000","Strawberries, fresh","Angola","","","1450.0","1000.0","81084.26","2949.64477345896"
"2018","01","1000 100","69120010","---Hand made Ceramic tableware , kitchenware","Israel","","","2664.0","1818.0","80710.41","2936.04503537714"
"2018","01","1000 101","08072000","Papaws (papayas), fresh","Somalia","","","10000.0","10000.0","80631.39","2933.17048327543"
"2018","01","1071 100","06031100","--Roses","Russian Federation","","","862.0","758.56","80561.12","2930.61423452591"
"2018","01","1000 435","04090000","Natural honey","Sudan","","","3098.0","3018.0","80000.0","2910.20207715673"
"2018","01","1071 100","06031900","--Other cut flowers","France","","","835.27","735.05","79365.7","2887.12781243748"
"2018","01","1000 100","04051000","Butter","United States","","","391.0","354.0","79197.49","2881.00874879499"
"2018","01","1000 100","62114200","Women's or girls' garments of cotton, nes","Israel","","","320.0","307.0","79113.76","2877.96285854599"
"2018","01","1000 100","07129090","---Other vegetables","Egypt","","","95.0","80.75","77675.48","2825.64179050183"
"2018","01","1000 100","62044900","-- of other textile materials","Israel","186.0","UN","150.0","100.0","76856.58","2795.85223448953"
"2018","01","1000 100","12101000","Hop cones (excl. ground, powdered or pellets), fresh or dried","United States","","","1600.0","1450.0","76280.62","2774.90023463504"
"2018","01","1000 100","07129090","---Other vegetables","Congo","","","90.0","76.5","73576.62","2676.53540442714"
"2018","01","1000 100","08101000","Strawberries, fresh","Gabon","","","1050.0","750.0","72136.13","2624.1339420506"
"2018","01","1000 100","09093100","--NEITHER CRUSHED NOR GROUND","Israel","","","755.0","750.0","72118.72","2623.50060932356"
"2018","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Japan","57200.0","UN","243.0","206.0","72093.09","2622.56825333309"
"2018","01","1000 100","08129000","Fruit and nuts, provisionally preserved, not for immediate consumption","Djibouti","","","20400.0","16365.0","71964.34","2617.88464686517"
"2018","01","1000 100","11029000","Other cereal flour, nes","South Africa","","","2050.0","1830.0","70499.1","2564.582840721"
"2018","01","1000 100","44072900","--OTHER","Sudan","80.0","M3","28000.0","28000.0","70358.27","2559.45979373943"
"2018","01","1000 100","09083100","--NEITHER CRUSHED NOR GROUND","United States","","","200.0","170.0","70072.98","2549.08164935703"
"2018","01","1000 100","07020000","Tomatoes fresh or chilled","Saudi Arabia","","","2856.09","2300.0","69686.24","2535.01300496553"
"2018","01","1000 100","09103000","Turmeric (curcuma)","Kenya","","","20000.0","20000.0","68727.75","2500.14551010386"
"2018","01","1000 100","09092100","--NEITHER CRUSHED NOR GROUND","Kenya","","","10050.0","10000.0","68684.5","2498.57218210589"
"2018","01","1000 100","12119000","Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes","France","","","615.6","456.0","67686.2","2462.25649793558"
"2018","01","1000 100","04090000","Natural honey","Sudan","","","1083.0","1044.0","67537.02","2456.8296986122"
"2018","01","1000 100","07129090","---Other vegetables","Switzerland","","","1958.4","1088.0","64771.16","2356.21455464814"
"2018","01","1000 100","10041000","-SEED","Djibouti","","","3825.0","3774.0","64571.53","2348.95250913985"
"2018","01","1000 101","22087000","Liqueurs and cordials","Kenya","2054.0","LTR","3424.2","3231.2","63432.38","2307.51305043744"
"2018","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Lebanon","36200.0","UN","114.0","105.0","63319.58","2303.40966550865"
"2018","01","1000 100","06021000","UNROOTED CUTTINGS AND SLIPS","Italy","41950.0","UN","62.0","56.0","61561.57","2239.45761108787"
"2018","01","3052 505","64051000","-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","Spain","125.0","2UN","162.0","150.0","60942.26","2216.92864548282"
"2018","01","1000 100","09022000","Green tea,whether or not flavoured, nes","United States","","","120.0","90.0","60941.99","2216.91882355081"
"2018","01","1000 100","14011000","Bamboos","Sudan","","","7000.0","7000.0","60601.55","2204.53445861147"
"2018","01","1000 100","69120010","---Hand made Ceramic tableware , kitchenware","United States","","","2044.0","1924.0","60076.42","2185.43152840175"
"2018","01","1071 100","06031100","--Roses","Germany","","","520.0","457.6","59004.64","2146.44282362357"
"2018","01","1000 100","08101000","Strawberries, fresh","Djibouti","","","480.0","437.0","58846.58","2140.69299186962"
"2018","01","1000 100","57050000","OTHER CARPETS AND OTHER TEXTILE FLOOR COVEINGS, NES","United States","300.0","M2","90.0","90.0","57707.16","2099.2437112352"
"2018","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Korea, Republic of","90700.0","UN","217.0","132.0","56527.74","2056.3393295622"
"2018","01","1000 100","08101000","Strawberries, fresh","Qatar","","","1290.0","675.0","55656.14","2024.63267793157"
"2018","01","1000 100","61044200","--DRESSES OF COTTON, KNITTED OR CROCHETED","Sudan","1.0","UN","56.0","56.0","55398.87","2015.2738318267"
"2018","01","1000 100","41139000","-OTHER","Rwanda","","","132.0","129.0","54982.2","2000.11640808309"
"2018","01","1000 100","09012100","Roasted coffee, not decaffeinated","Japan","","","230.0","200.0","54947.6","1998.85774568472"
"2018","01","1000 100","19059020","---Fresh Injera","Qatar","","","655.0","630.0","54799.42","1993.4673238873"
"2018","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Lebanon","40900.0","UN","118.0","108.0","54002.38","1964.47298059259"
"2018","01","1000 100","11062000","Flour, meal and powder of sago or of roots or tubers of 0714","Netherlands","","","400.0","300.0","53601.4","1949.88632023136"
"2018","01","1000 100","07149000","ROOTS AND TUBERS WITH HIGH STARCH CONTENT, FRESH/DRIED/CHILLED/FROZEN NES","Djibouti","","","12470.0","9770.0","53252.23","1937.18437949035"
"2018","01","1000 100","09109900","Other spices, nes","Djibouti","","","3900.0","3822.0","52449.91","1907.99796285855"
"2018","01","1000 100","07041000","Cauliflowers and headed broccoli, fresh or chilled","Djibouti","","","8970.0","6171.0","52060.68","1893.8387384274"
"2018","01","1000 100","71031000","-Unworked or simply sawn or roughly shaped","Spain","","","16.0","15.2","51751.8","1882.6024482075"
"2018","01","1000 100","69120090","---Other ceramic tableware and kithchenware(excluding hand made)","United States","","","300.0","300.0","51441.81","1871.32577893377"
"2018","01","3052 505","41079900","--other","Viet Nam","","","59.85","59.15","51137.61","1860.25973553539"
"2018","01","1000 100","06031900","--Other cut flowers","Singapore","","","519.67","457.31","50277.25","1828.9619672966"
"2018","01","1000 100","46021110","---Hand made of bamboo","Djibouti","","","3000.0","3000.0","49478.22","1799.89523272522"
"2018","01","1000 100","09041200","Pepper, crushed or ground","Sweden","","","155.0","150.0","49464.47","1799.39504174321"
"2018","01","1000 100","07129090","---Other vegetables","Italy","","","59.5","51.13","49178.66","1788.99798104731"
"2018","01","1000 100","09041200","Pepper, crushed or ground","Norway","","","220.0","170.0","49143.96","1787.73568089634"
"2018","01","1000 100","06031100","--Roses","Qatar","","","507.5","446.6","49100.32","1786.14816566325"
"2018","01","1071 100","06031900","--Other cut flowers","United Kingdom","","","516.0","454.08","49083.01","1785.51847068881"
"2018","01","1000 100","07129090","---Other vegetables","Mozambique","","","60.0","51.0","49053.93","1784.46061223376"
"2018","01","1000 100","02041000","Fresh or chilled lamb carcasses and half carcasses","Saudi Arabia","","","311.0","305.0","49020.12","1783.2306880809"
"2018","01","1000 100","08044000","Avocados, fresh or dried","Djibouti","","","15320.0","12260.0","48937.57","1780.22772331254"
"2018","01","3052 505","62149000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS, ETC, OF OTHER TEXTILES MATERIALS","Germany","71.0","UN","29.0","20.8","48162.47","1752.03150293749"
"2018","01","1000 100","07103000","Spinach, frozen","United States","","","350.0","300.0","48074.13","1748.81791229378"
"2018","01","1000 100","75089000","-Other","Australia","","","296.0","262.0","47932.92","1743.68104185234"
"2018","01","1071 100","06031100","--Roses","Cyprus","","","492.0","432.96","46764.89","1701.19100020008"
"2018","01","1000 100","75089000","-Other","Israel","","","110.0","72.0","46655.2","1697.20074937703"
"2018","01","1000 100","11042200","Other worked grains of oats, nes","South Africa","","","1390.0","1230.0","45757.11","1664.53045708361"
"2018","01","1000 100","49059900","--other","Israel","353.0","UN","150.0","125.0","45716.04","1663.03643209225"
"2018","01","1000 100","07129090","---Other vegetables","Philippines","","","55.5","47.18","45390.76","1651.20355044653"
"2018","01","1071 100","06031900","--Other cut flowers","Hong Kong","","","250.0","220.0","44779.14","1628.95432801615"
